;Unnamed: 0;Unnamed: 0.1;Annee (0);jour (0);mois (0);dist cote (nq);zone;lat (0);long(0);type(0);pavillon;statut de l'attaque(0);type d'attaque(0);Nombre P  Min;Nombre P  max;nombre embarcation;Vol a bord; Kidnapping;blessees; meurtre;Knives ;RPG;descriptif;latitude;longitude;quinzaine_week;newDescriptif;Guns;mousson;distance au port;distance_shorline;lat_area;lon_area
531;531;531;2009;12;10;;BCD;12:15.83N;044:04.74E;General Cargo;Cyprus;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0345 UTC Steaming Attempted  MCP Salzburg General Cargo Cyprus 5272 9383481 12:15.83N дус 044:04.74E, Gulf of Aden A fishing vessel closed onto the ship underway. Master increased speed and took evasive manoeuvres, raised general alarm and contacted coalition warship. At a distance of around 0.5 NM a white and blue hull skiff with five armed pirates was launched from the fishing vessel. The skiff approached the ship with a speed of approximately 20 knots but stopped and aborted the attack at a distance of around 0.2 NM. The attempted attack lasted around 25 minutes.;12.2730555556;44.0872222222;19.0;0345 utc steaming attempted  mcp salzburg general cargo cyprus 5272 9383481 12:15.83n дус 044:04.74e, gulf of aden a fishing vessel closed onto the ship underway. master increased speed and took evasive manoeuvres, raised general alarm and contacted coalition warship. at a distance of around 0.5 nm a white and blue hull skiff with five armed pirates was launched from the fishing vessel. the skiff approached the ship with a speed of approximately 20 knots but stopped and aborted the attack at a distance of around 0.2 nm. the attempted attack lasted around 25 minutes.;0;0;109.873221162;36.7953245524;23;14
532;532;532;2009;16;10;;BCD;13:43.5N;050:55.5E;General Cargo;Malta;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1405 UTC Steaming Fired upon Thor Spring General Cargo Malta 2815 9015670 13:43.5N дус 050:55.5E, Gulf of Aden One skiff with five to six armed pirates chased and fired upon the ship underway. Master increased speed, carried out evasive manoeuvres and, proceeded towards a coalition warship. The ship had rigged barbed wires along the railing and activated fire hoses.  The pirates chased the ship for around 40 minutes and then aborted the attempt. Bullet holes were seen along the funnel, stern area and accommodation.  No injuries to crew.;13.7180555556;50.9180555556;20.0;1405 utc steaming fired upon thor spring general cargo malta 2815 9015670 13:43.5n дус 050:55.5e, gulf of aden one skiff with five to six armed pirates chased and fired upon the ship underway. master increased speed, carried out evasive manoeuvres and, proceeded towards a coalition warship. the ship had rigged barbed wires along the railing and activated fire hoses.  the pirates chased the ship for around 40 minutes and then aborted the attempt. bullet holes were seen along the funnel, stern area and accommodation.  no injuries to crew.;0;0;488.4339066;147.309802012;25;22
533;533;533;2009;31;10;;BCD;13:26N;049:42E;Bulk Carrier;Bahamas;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1530 UTC Steaming Fired upon Alcyon Bulk Carrier Bahamas 40570 9225029 13:26N дус 049:42E, Gulf of Aden Two skiffs chased and fired upon the ship underway. The pirates attempted to board the ship but due to effective anti piracy measures, the pirates aborted the attempt and moved away.;13.4333333333;49.7;20.0;1530 utc steaming fired upon alcyon bulk carrier bahamas 40570 9225029 13:26n дус 049:42e, gulf of aden two skiffs chased and fired upon the ship underway. the pirates attempted to board the ship but due to effective anti piracy measures, the pirates aborted the attempt and moved away.;0;0;521.323320037;124.325986204;25;20
534;534;534;2009;5;11;;BCD;13:10.2N;049:14.1E;Bulk Carrier;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;0305 UTC Steaming Fired upon Theoforos I Bulk Carrier Panama 35241 8510049 13:10.2N дус 049:14.1E, Gulf of Aden Five armed pirates in a motorboat chased and fired upon the ship underway. RPGs fired at the ship, damaged the after part of the superstructure. Ship raised alarm, contacted warships and took evasive manoeuvres. A warship arrived at the location and the pirates aborted the attack. No injuries to crew.;13.1672222222;49.2336111111;21.0;0305 utc steaming fired upon theoforos i bulk carrier panama 35241 8510049 13:10.2n дус 049:14.1e, gulf of aden five armed pirates in a motorboat chased and fired upon the ship underway. rpgs fired at the ship, damaged the after part of the superstructure. ship raised alarm, contacted warships and took evasive manoeuvres. a warship arrived at the location and the pirates aborted the attack. no injuries to crew.;0;0;468.132453779;113.872834438;24;20
535;535;535;2009;5;11;;BCD;13:42.8N;050:56.1E;General Cargo;Liberia;Steaming;Attempted;4;4;;0;0;0;0;0;0;0648 UTC Steaming Attempted BBC Thames General Cargo Liberia 11864 9368340 13:42.8N дус 050:56.1E, Gulf of Aden A small speedboat was sighted at a distance of four NM by the ship underway. When the boat passed the port beam of the ship, it immediately changed course and approached the ship from astern. Duty officer raised alarm, contacted warship for assistance and crew mustered.  Master increased speed and took evasive manoeuvres.  As the boat came closer, four pirates with guns were sighted. The pirates attempted to board the ship several times. Later the pirates aborted the attempted attack due to the evasive manoeuvres.;13.7022222222;50.9336111111;21.0;0648 utc steaming attempted bbc thames general cargo liberia 11864 9368340 13:42.8n дус 050:56.1e, gulf of aden a small speedboat was sighted at a distance of four nm by the ship underway. when the boat passed the port beam of the ship, it immediately changed course and approached the ship from astern. duty officer raised alarm, contacted warship for assistance and crew mustered.  master increased speed and took evasive manoeuvres.  as the boat came closer, four pirates with guns were sighted. the pirates attempted to board the ship several times. later the pirates aborted the attempted attack due to the evasive manoeuvres.;1;0;488.593067447;149.617733327;25;22
536;536;536;2009;7;11;;BCD;12:37.32N;047:11.60E;General Cargo;St. Kitts and Nevis;Steaming;Fired upon;6;6;;0;0;0;0;0;1;0600 UTC Steaming Fired upon Sea Diamond General Cargo St. Kitts and Nevis 6303 7701938 12:37.32N дус 047:11.60E, Gulf of Aden Six pirates armed with automatic weapons and RPG in a skiff fired upon the ship underway. Master raised alarm, contacted coalition warship, increased speed and took evasive manoeuvres. The pirates attempted to board the ship using a ladder but were unable due to the shipду»s freeboard and evasive action taken by the ship.;12.6255555556;47.2;21.0;0600 utc steaming fired upon sea diamond general cargo st. kitts and nevis 6303 7701938 12:37.32n дус 047:11.60e, gulf of aden six pirates armed with automatic weapons and rpg in a skiff fired upon the ship underway. master raised alarm, contacted coalition warship, increased speed and took evasive manoeuvres. the pirates attempted to board the ship using a ladder but were unable due to the shipду»s freeboard and evasive action taken by the ship.;1;0;247.07577942;102.931294027;24;17
537;537;537;2009;12;11;;BCD;14:36.1N;054:14.5E;Bulk Carrier;Hong Kong;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;0330 UTC Steaming Fired upon Full Strong Bulk Carrier Hong Kong 36586 9065388 14:36.1N дус 054:14.5E, Gulf of Aden Pirates armed with assault rifles in skiffs attacked the ship underway. They fired upon the ship and attempted to board her. The ship, increased speed, took evasive manoeuvres, deployed self protection measures and successfully deterred the boarding.;14.6002777778;54.2347222222;21.0;0330 utc steaming fired upon full strong bulk carrier hong kong 36586 9065388 14:36.1n дус 054:14.5e, gulf of aden pirates armed with assault rifles in skiffs attacked the ship underway. they fired upon the ship and attempted to board her. the ship, increased speed, took evasive manoeuvres, deployed self protection measures and successfully deterred the boarding.;1;0;261.059638314;210.581724682;26;25
538;538;538;2009;12;11;;BCD;14:34.3N;054:14.4E;Bulk Carrier;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;0500 UTC Steaming Fired upon Fengli 8 Bulk Carrier Panama 38679 9041019 14:34.3N дус 054:14.4E, Gulf of Aden Pirates armed with assault rifles in two skiffs attacked the ship underway. They chased and fired upon the ship with intent to hijack. The ship, increased speed took evasive manoeuvres, deployed self-protection measures and successfully deterred the boarding. The pirates aborted the attempted attack after three hours.;14.5675;54.2344444444;21.0;0500 utc steaming fired upon fengli 8 bulk carrier panama 38679 9041019 14:34.3n дус 054:14.4e, gulf of aden pirates armed with assault rifles in two skiffs attacked the ship underway. they chased and fired upon the ship with intent to hijack. the ship, increased speed took evasive manoeuvres, deployed self-protection measures and successfully deterred the boarding. the pirates aborted the attempted attack after three hours.;1;0;264.669507053;206.962708449;26;25
539;539;539;2009;16;11;;BCD;12:50N;047:55E;General Cargo;St. Vincent and Grenadines;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1422 UTC Steaming Fired upon Lady Juliet General Cargo St. Vincent and Grenadines 12296 8225204 12:50N дус 047:55E, Gulf of Aden Pirates armed with guns in two speedboats chased and fired upon the ship underway. Ship raised alarm, contacted warships, increased speed, took evasive manoeuvres, and finally managed to evade the attempted boarding. No injuries to crew.;12.8333333333;47.9166666667;22.0;1422 utc steaming fired upon lady juliet general cargo st. vincent and grenadines 12296 8225204 12:50n дус 047:55e, gulf of aden pirates armed with guns in two speedboats chased and fired upon the ship underway. ship raised alarm, contacted warships, increased speed, took evasive manoeuvres, and finally managed to evade the attempted boarding. no injuries to crew.;1;0;323.874897655;107.1022932;24;18
540;540;540;2009;19;11;;BCD;13:37.9N;047:41.0E;Bulk Carrier;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1900 UTC Steaming Fired upon Red Sea Spirit Bulk Carrier Panama 10968 7718888  13:37.9N дус 047:41.0E, Gulf of Aden Pirates armed with guns in a boat chased and attempted to board the ship underway. Master raised alarm, called warships for assistance, took evasive manoeuvres and crew mustered. The pirates directed searchlight at the ship and suddenly opened fire and ordered the ship to stop, with allegation to conduct search. Master replied, думcannot stopдуќ and continued with the evasive manoeuvres. The pirates finally gave up the chase after 40 minutes. No injuries to crew.;13.6191666667;47.6833333333;22.0;1900 utc steaming fired upon red sea spirit bulk carrier panama 10968 7718888  13:37.9n дус 047:41.0e, gulf of aden pirates armed with guns in a boat chased and attempted to board the ship underway. master raised alarm, called warships for assistance, took evasive manoeuvres and crew mustered. the pirates directed searchlight at the ship and suddenly opened fire and ordered the ship to stop, with allegation to conduct search. master replied, думcannot stopдуќ and continued with the evasive manoeuvres. the pirates finally gave up the chase after 40 minutes. no injuries to crew.;1;0;311.007808889;23.0865016717;25;18
541;541;541;2009;2;12;;BCD;14:26.4N;054:18.2E;General Cargo;Antigua and Barbuda;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1409 LT Steaming Fired upon BBC Togo General Cargo Antigua and Barbuda 6569 9428786 14:26.4N дус 054:18.2E, Gulf of Aden A general cargo ship underway spotted a mother vessel at a distance of six NM. The mother vessel was seen to launch two skiffs, which approached the ship at a speed of 14 knots. Ship raised alarm, increased speed and made evasive manoeuvres. The skiffs approached the ship on port and starboard side. Ship sent distress alert, activated SSAS alert, contacted coalition warship and authorities for help. The skiff on port side approached the ship close to 15 meters and fired automatic weapons. Ten minutes later, the skiff aborted the attempt and regrouped with the mother vessel.;14.4344444444;54.3005555556;23.0;1409 lt steaming fired upon bbc togo general cargo antigua and barbuda 6569 9428786 14:26.4n дус 054:18.2e, gulf of aden a general cargo ship underway spotted a mother vessel at a distance of six nm. the mother vessel was seen to launch two skiffs, which approached the ship at a speed of 14 knots. ship raised alarm, increased speed and made evasive manoeuvres. the skiffs approached the ship on port and starboard side. ship sent distress alert, activated ssas alert, contacted coalition warship and authorities for help. the skiff on port side approached the ship close to 15 meters and fired automatic weapons. ten minutes later, the skiff aborted the attempt and regrouped with the mother vessel.;1;0;280.018798871;192.985626638;26;25
542;542;542;2009;7;12;;BCD;12:54N;048:07E;Tanker;Norway;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;0501 UTC Steaming Fired upon Nordic Sprite Tanker Norway 80668 9159684 12:54N дус 048:07E, Gulf of Aden Two skiffs chased the tanker underway and opened fire with automatic weapons. The tanker enforced anti-piracy preventive measures and escaped the attack.AFRICA (EXCLUDING SOMALIA / GULF OF ADEN / RED SEA)RefDateTimeStatusTypeName of ShipType/Flag/Grt/ IMO NumberPositionNarration;12.9;48.1166666667;23.0;0501 utc steaming fired upon nordic sprite tanker norway 80668 9159684 12:54n дус 048:07e, gulf of aden two skiffs chased the tanker underway and opened fire with automatic weapons. the tanker enforced anti-piracy preventive measures and escaped the attack.africa (excluding somalia / gulf of aden / red sea)refdatetimestatustypename of shiptype/flag/grt/ imo numberpositionnarration;1;0;345.658696583;113.79796551;24;18
543;543;543;2009;28;1;;A;06:43.7S;039:18.5E;Container;Bahamas;Anchored;Attempted;4;4;;0;0;0;0;0;0;2340 UTC Anchored Attempted Flora Delmas Container Bahamas 16916 9239862 06:43.7S дус 039:18.5E, Dar Es Salaam Roads, Tanzania Four robbers in a small wooden boat attempted to climb onboard an anchored ship.  Alert duty watchmen informed the duty officer who raised the general alarm and directed the shipду»s search light towards the robbers. Seeing that they were noticed the robbers aborted and moved away. Port control was informed.;-6.71861111111;39.3013888889;2.0;2340 utc anchored attempted flora delmas container bahamas 16916 9239862 06:43.7s дус 039:18.5e, dar es salaam roads, tanzania four robbers in a small wooden boat attempted to climb onboard an anchored ship.  alert duty watchmen informed the duty officer who raised the general alarm and directed the shipду»s search light towards the robbers. seeing that they were noticed the robbers aborted and moved away. port control was informed.;0;0;12.6880291751;2.80896859969;3;9
544;544;544;2009;5;3;;BCD;07:56N;065:28E;Bulk Carrier;Singapore;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0345 LT Steaming Attempted Prabhu Daya Bulk Carrier Singapore 29986 9231573 07:56N дус 065:28E, 900 NM Off Somalia, Indian Ocean While underway, OOW onboard the ship noticed an unidentified and unlit target on the radar about 9 NM on stbd bow.  Target did not transmit AIS signal and did not respond to calls on vhf radio.  About 45 minutes later, target increased speed and headed towards the ship. Ship took evasive manoeuvres and prevented target from getting closer.  Later, target was noticed aborting the attempt and moving away.  The ship resumed passage on intended route.;7.93333333333;65.4666666667;5.0;0345 lt steaming attempted prabhu daya bulk carrier singapore 29986 9231573 07:56n дус 065:28e, 900 nm off somalia, indian ocean while underway, oow onboard the ship noticed an unidentified and unlit target on the radar about 9 nm on stbd bow.  target did not transmit ais signal and did not respond to calls on vhf radio.  about 45 minutes later, target increased speed and headed towards the ship. ship took evasive manoeuvres and prevented target from getting closer.  later, target was noticed aborting the attempt and moving away.  the ship resumed passage on intended route.;0;0;981.089374548;1157.37468232;19;37
545;545;545;2009;6;4;;BCD;15:13.47N;067:15.01E;Bulk Carrier;Hong Kong;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;1900 UTC Steaming Attempted Shanghai Venture Bulk Carrier Hong Kong 32505 9333929 15:13.47N дус 067:15.01E, 350 NM West Coast of India, Arabian Sea A bulk carrier underway detected on radar speedboats approaching from the stbd bow / port bow at a distance of 12 NM.  The speedboats increased speed and approached with a CPA of  0.01 NM, master increased speed, all crew mustered, activated fire hoses, switched on all lights, sent distress signal, made evasive manoeuvres and succeeded in preventing the boarding.;15.2297222222;67.2502777778;7.0;1900 utc steaming attempted shanghai venture bulk carrier hong kong 32505 9333929 15:13.47n дус 067:15.01e, 350 nm west coast of india, arabian sea a bulk carrier underway detected on radar speedboats approaching from the stbd bow / port bow at a distance of 12 nm.  the speedboats increased speed and approached with a cpa of  0.01 nm, master increased speed, all crew mustered, activated fire hoses, switched on all lights, sent distress signal, made evasive manoeuvres and succeeded in preventing the boarding.;0;0;703.633600534;665.105675332;27;39
546;546;546;2009;10;6;;BCD;18:41.8N;058:01.0E;Bulk Carrier;Turkey;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1420 UTC Steaming Fired upon Gokcan Bulk Carrier Turkey 21918 8124802 18:41.8N дус 058:01.0E,  Off Oman Two speedboats chased a bulk carrier underway. The master contacted the IMB Piracy Reporting Centre for assistance. The message was immediately relayed to the authorities to render necessary assistance. The pirates made several attempts to board the ship using portable ladder. Master increased speed, took evasive manoeuvres and crew threw wooden and iron pieces to avoid being boarded. The pirates fired upon the ship and again tried to board several times. Due to the evasive manoeuvres, the pirates aborted the attempt and returned to a mother vessel in the vicinity.;18.6855555556;58.0166666667;11.0;1420 utc steaming fired upon gokcan bulk carrier turkey 21918 8124802 18:41.8n дус 058:01.0e,  off oman two speedboats chased a bulk carrier underway. the master contacted the imb piracy reporting centre for assistance. the message was immediately relayed to the authorities to render necessary assistance. the pirates made several attempts to board the ship using portable ladder. master increased speed, took evasive manoeuvres and crew threw wooden and iron pieces to avoid being boarded. the pirates fired upon the ship and again tried to board several times. due to the evasive manoeuvres, the pirates aborted the attempt and returned to a mother vessel in the vicinity.;0;1;465.504085315;38.5637812146;30;29
547;547;547;2009;4;7;;BCD;14:51.3N;058:29.8E;Bulk Carrier;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;1800 UTC Steaming Fired upon Svyatoy Ioan Bulk Carrier Panama 34987 7922104 14:51.3N дус 058:29.8E, Off Oman Master of bulk carrier underway, reported that one small boat attacked his ship from astern and fired a RPG. Evasive actions taken, speed increased. The sea condition at the time of the incident was beaufort scale force 07.;14.8508333333;58.4855555556;13.0;1800 utc steaming fired upon svyatoy ioan bulk carrier panama 34987 7922104 14:51.3n дус 058:29.8e, off oman master of bulk carrier underway, reported that one small boat attacked his ship from astern and fired a rpg. evasive actions taken, speed increased. the sea condition at the time of the incident was beaufort scale force 07.;0;1;531.919517042;408.974220166;26;30
548;548;548;2009;16;9;;BCD;15:20.0N;056:27.8E;Container;Liberia;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;1400 UTC Steaming Attempted CSAV Morumbi Container Liberia 32200 9316335 15:20.0N дус 056:27.8E, Off  Oman Ship underway noticed a boat drifting on the port beam. The boat increased speed and approached the ship. Due to shipду»s higher speed, the boat was unable to get closer. The pirate boat aborted the attempt.;15.3333333333;56.4522222222;18.0;1400 utc steaming attempted csav morumbi container liberia 32200 9316335 15:20.0n дус 056:27.8e, off  oman ship underway noticed a boat drifting on the port beam. the boat increased speed and approached the ship. due to shipду»s higher speed, the boat was unable to get closer. the pirate boat aborted the attempt.;0;1;316.008285048;239.42232644;27;27
549;549;549;2009;7;10;;BCD;25:01.9N;058:05.3E;Product Tanker;Hong Kong;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0830 UTC Steaming Attempted Zhong Chi Product Tanker Hong Kong 26992 9342097 25:01.9N дус 058:05.3E, Gulf of Oman Whilst underway, duty officer spotted three speedboats approaching.  Master informed, crew alerted and fire hoses rigged. Ten minutes later, ten speedboats chased the tanker but due to anti piracy measures, pirates aborted the attempt.   IMB Piracy Report дус January to December 2009 ЊжTotal number of attacks - 406  IMB Piracy Report дус January to December 2009 ЊжЊжTotal attacks Indian Sub Continent дус 29 Total attacks Far East & SE Asia - 68  IMB Piracy Report дус January to December 2009 ЊжTotal attacks west coast Africa - 46  IMB Piracy Report дус January to December 2009 ЊжЊжTotal attacks Gulf of Aden & southern Red Sea дус 131 Total attacks east coast Africa & Oman - 86;25.0191666667;58.0841666667;19.0;0830 utc steaming attempted zhong chi product tanker hong kong 26992 9342097 25:01.9n дус 058:05.3e, gulf of oman whilst underway, duty officer spotted three speedboats approaching.  master informed, crew alerted and fire hoses rigged. ten minutes later, ten speedboats chased the tanker but due to anti piracy measures, pirates aborted the attempt.   imb piracy report дус january to december 2009 Њжtotal number of attacks - 406  imb piracy report дус january to december 2009 ЊжЊжtotal attacks indian sub continent дус 29 total attacks far east & se asia - 68  imb piracy report дус january to december 2009 Њжtotal attacks west coast africa - 46  imb piracy report дус january to december 2009 ЊжЊжtotal attacks gulf of aden & southern red sea дус 131 total attacks east coast africa & oman - 86;0;0;157.610053968;60.4872970514;37;29
550;550;550;2011;14;3;;BCD;22:49.18N;070:02.21E;Bulk Carrier;Panama;Anchored;Boarded;-1;-1;;1;0;0;0;0;0;0830 LT Anchored Boarded Splendour Bulk Carrier Panama 13720 8408014 22:49.18N дус 070:02.21E, Kandla Anchorage, India Robbers boarded the ship at anchor using grappling hooks. They broke open the paint store and forward life raft and stole ship's stores and escaped. Port authority informed and security message broadcasted to all vessels in the vicinity.;22.8216666667;70.0391666667;5.0;0830 lt anchored boarded splendour bulk carrier panama 13720 8408014 22:49.18n дус 070:02.21e, kandla anchorage, india robbers boarded the ship at anchor using grappling hooks. they broke open the paint store and forward life raft and stole ship's stores and escaped. port authority informed and security message broadcasted to all vessels in the vicinity.;0;0;28.24693747;9.05226242801;35;41
551;551;551;2011;26;3;;BCD;09:56.5N;076:05.9E;Product Tanker;Panama;Anchored;Boarded;5;5;;1;0;0;0;0;0;0345 LT Anchored Boarded Star Express Product Tanker Panama 28059 9311000 09:56.5N дус 076:05.9E, Cochin Anchorage, India Five robbers boarded an anchored tanker through anchor chain. Duty crew saw the robbers at forecastle deck and raised the alarm. The robbers escaped with ship's stores by jumping into the water. Incident reported to port control.;9.93472222222;76.0858333333;6.0;0345 lt anchored boarded star express product tanker panama 28059 9311000 09:56.5n дус 076:05.9e, cochin anchorage, india five robbers boarded an anchored tanker through anchor chain. duty crew saw the robbers at forecastle deck and raised the alarm. the robbers escaped with ship's stores by jumping into the water. incident reported to port control.;0;0;20.1417616643;15.8925172616;21;48
552;552;552;2011;26;5;;BCD;09:55.4N;076:04.9E;Container;Germany;Anchored;Boarded;10;10;;1;0;0;0;0;0;0145 LT Anchored Boarded Stadt Aachen Container Germany 35573 9333060 09:55.4N дус 076:04.9E, Cochin Anchorage, India About ten robbers boarded the ship at anchor. Master spotted the robbers and directed the search light towards them. The robbers jumped over board and escaped with stolen shipду»s stores.;9.91777777778;76.0691666667;10.0;0145 lt anchored boarded stadt aachen container germany 35573 9333060 09:55.4n дус 076:04.9e, cochin anchorage, india about ten robbers boarded the ship at anchor. master spotted the robbers and directed the search light towards them. the robbers jumped over board and escaped with stolen shipду»s stores.;0;0;22.3224518899;18.2457220024;21;48
553;553;553;2011;1;1;;BCD;15:45N;055:52E;Bulk Carrier;Oman;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;1030 UTC Steaming Hijacked Blida Bulk Carrier Algeria 12929 7705635 15:45N дус 055:52E (Off Oman), Off Somalia Armed pirates boarded the ship underway. They took hostage 27 crewmembers and hijacked the ship. The vessel was released on 03.11.2011.  The crew and vessel are safe and proceeded to a safe port.  It is believed a ransom was paid for the safe release for the crew and vessel.;15.75;55.8666666667;1.0;1030 utc steaming hijacked blida bulk carrier algeria 12929 7705635 15:45n дус 055:52e (off oman), off somalia armed pirates boarded the ship underway. they took hostage 27 crewmembers and hijacked the ship. the vessel was released on 03.11.2011.  the crew and vessel are safe and proceeded to a safe port.  it is believed a ransom was paid for the safe release for the crew and vessel.;0;0;238.125919094;165.414719844;27;27
554;554;554;2011;3;1;;BCD;15:48N;059:49E;Chemical Tanker;United Kingdom;Steaming;Boarded;-1;-1;;0;0;0;0;0;1;1039 UTC Steaming Boarded CPO China Chemical Tanker United Kingdom 29636 9434204 15:48N дус 059:49E (Around 330 NM ESE of Salalah, Oman), Off Somalia Pirates in two skiffs armed with automatic guns and RPG chased and fired upon the tanker underway with intent to hijack. Master raised alarm, contacted authorities for assistance, increased speed and took evasive manoeuvres. The pirates made several attempts to board the tanker and finally managed to gain access. All crew entered the safe room / citadel. Master informed the authorities that all crew safe in citadel and that they were able to control the tanker. When the pirates could not take command of the tanker they caused some damages to the tanker. A warship arrived at the location and the pirates disembarked and escaped. A boarding team searched the tanker and released the crew.;15.8;59.8166666667;1.0;1039 utc steaming boarded cpo china chemical tanker united kingdom 29636 9434204 15:48n дус 059:49e (around 330 nm ese of salalah, oman), off somalia pirates in two skiffs armed with automatic guns and rpg chased and fired upon the tanker underway with intent to hijack. master raised alarm, contacted authorities for assistance, increased speed and took evasive manoeuvres. the pirates made several attempts to board the tanker and finally managed to gain access. all crew entered the safe room / citadel. master informed the authorities that all crew safe in citadel and that they were able to control the tanker. when the pirates could not take command of the tanker they caused some damages to the tanker. a warship arrived at the location and the pirates disembarked and escaped. a boarding team searched the tanker and released the crew.;1;0;632.528766566;410.815674839;27;31
555;555;555;2011;9;1;;BCD;17:42N;057:17E;Dhow;India;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;0400 UTC Steaming Hijacked Al Musa Dhow India - - 17:42N дус 057:17E (Around 152 NM ENE of Salalah, Oman), Off Somalia Armed pirates in skiffs fired upon and boarded the dhow underway. They took hostage 14 crewmembers and hijacked the vessel. The vessel was released on 24.01.2011.;17.7;57.2833333333;1.0;0400 utc steaming hijacked al musa dhow india - - 17:42n дус 057:17e (around 152 nm ene of salalah, oman), off somalia armed pirates in skiffs fired upon and boarded the dhow underway. they took hostage 14 crewmembers and hijacked the vessel. the vessel was released on 24.01.2011.;0;0;357.024140721;90.8633678222;29;28
556;556;556;2011;12;1;;BCD;15:11N;058:18E;General Cargo;Denmark;Steaming;Boarded;4;4;;0;1;0;0;0;0;1453 UTC Steaming Boarded Leopard General Cargo Denmark 1093 8902096 15:11N дус 058:18E (Around 270 NM NE of Socotra Island, Yemen), Off Somalia Four pirates in two skiffs boarded the ship underway.  It was reported that the crew were in lockdown in a citadel. A boarding team from warship boarded and searched the ship for the pirates and the crew. The boarding team could not locate the crew or the pirates. It is believed that the pirates abandoned the ship but kidnapped the six crew members from the ship and transferred them to a fishing vessel which itself was hijacked on 25 December 2010 off Madagascar. A warship remained in the area until owners sent a tug to tow the ship to a safe port.;15.1833333333;58.3;1.0;1453 utc steaming boarded leopard general cargo denmark 1093 8902096 15:11n дус 058:18e (around 270 nm ne of socotra island, yemen), off somalia four pirates in two skiffs boarded the ship underway.  it was reported that the crew were in lockdown in a citadel. a boarding team from warship boarded and searched the ship for the pirates and the crew. the boarding team could not locate the crew or the pirates. it is believed that the pirates abandoned the ship but kidnapped the six crew members from the ship and transferred them to a fishing vessel which itself was hijacked on 25 december 2010 off madagascar. a warship remained in the area until owners sent a tug to tow the ship to a safe port.;0;0;498.237844883;367.30739774;27;29
557;557;557;2011;14;1;;BCD;17:11N;061:21E;Ro-Ro;Comoros;Steaming;Boarded;2;2;;0;0;0;0;0;0;1730 UTC Steaming Boarded Smeraldo Ro-Ro  Comoros 29119 7722231 17:11N дус 061:21E (Around 410 NM East of Salalah, Oman), Off Somalia Pirates in two skiffs armed with guns launched from a mother vessel chased and fired upon the ship underway with intent to hijack. Master raised alarm, increased speed and took evasive manoeuvres. The skiffs made several attempts to board the ship. Due to the evasive manoeuvres, only two pirates managed to board the ship. All crew immediately took shelter in the citadel and continued to control the ship. The pirates left the ship on 15.01.2011. A coalition helicopter arrived at the scene and Master informed them that the crew and ship are safe.;17.1833333333;61.35;1.0;1730 utc steaming boarded smeraldo ro-ro  comoros 29119 7722231 17:11n дус 061:21e (around 410 nm east of salalah, oman), off somalia pirates in two skiffs armed with guns launched from a mother vessel chased and fired upon the ship underway with intent to hijack. master raised alarm, increased speed and took evasive manoeuvres. the skiffs made several attempts to board the ship. due to the evasive manoeuvres, only two pirates managed to board the ship. all crew immediately took shelter in the citadel and continued to control the ship. the pirates left the ship on 15.01.2011. a coalition helicopter arrived at the scene and master informed them that the crew and ship are safe.;1;0;770.830866142;422.421787036;29;33
558;558;558;2011;15;1;;BCD;22:00N;064:00E;Chemical Tanker;Malta;Steaming;Hijacked;8;8;;0;1;1;1;0;0;0800 UTC Steaming Hijacked Samho Jewelry Chemical Tanker Malta 11566 9249594 22:00N дус 064:00E (Around 310 NM  ExS of Musqat, Oman)  Off Somalia Armed pirates attacked and boarded the tanker underway. They took hostage 21 crewmembers and hijacked the tanker. The tanker was used as a mother vessel to attack other vessels.  On 21.01.2011 the Korean Navy intercepted and rescued the 21 crew members and the tanker. The Master was injured during the rescue operation.  His condition is not serious. Eight pirates were killed.;22.0;64.0;2.0;0800 utc steaming hijacked samho jewelry chemical tanker malta 11566 9249594 22:00n дус 064:00e (around 310 nm  exs of musqat, oman)  off somalia armed pirates attacked and boarded the tanker underway. they took hostage 21 crewmembers and hijacked the tanker. the tanker was used as a mother vessel to attack other vessels.  on 21.01.2011 the korean navy intercepted and rescued the 21 crew members and the tanker. the master was injured during the rescue operation.  his condition is not serious. eight pirates were killed.;0;0;434.586772134;354.691290895;34;35
